WKT,id,CATCCL,CATCCL_NAME,OBJNAME,NOBJNM,SCAMIN,SORIND,SORDAT,EINDDATUM,GEOMETRY,META_GEBRUIKER,META_DATUM_WIJZIGING,META_DATUM_INTEKENING,META_BRONATTRIBUTEN,META_BRONGEOMETRY,META_STATUS,META_TRAJECT
"LINESTRING (3.78791908117562 51.0290166937393 ,3.78770862528242 51.0286823223105 ,3.78750142283068 51.0283402562242 ,3.7874589156809 51.0282700650091 ,3.78733322790495 51.0279829654865 ,3.78724308599993 51.0277481251003 ,3.78723462716073 51.027656662282 ,3.7872252390579 51.0273252526966 ,3.7872317676608 51.027278136065 ,3.7872694118172 51.0270059372035 ,3.7873670169612 51.0267515182301 ,3.78758697950391 51.0264212395322 ,3.78790255355704 51.0259979608803 ,3.78833119826123 51.0254204604545 ,3.78854894344527 51.0250632819699 ,3.78869448393701 51.0247953081411 ,3.78874127903524 51.0246052079895 ,3.78874240609188 51.0245141069892 ,3.78874418735507 51.0243701251559 ,3.78871758094688 51.0240482761702 ,3.78871278223536 51.0239902895453 ,3.78854704874864 51.0234714743445 ,3.78826408134114 51.0228690203301 ,3.78824806956112 51.0228349259446 ,3.78798729606225 51.0222674499247 ,3.78796343906765 51.0220819998318 ,3.78791752014875 51.0217250149007 ,3.78798027013345 51.021291652882 ,3.78811907461918 51.020894802494 ,3.78841028553331 51.0205468851379 ,3.78897365857099 51.020074231051 ,3.78951543594171 51.0195709494007 ,3.79007573222568 51.0191159298917 ,3.7901437690741 51.0190572221089 ,3.79061702698927 51.0186487688125 ,3.79079540267033 51.0184777320063 ,3.79121703451996 51.0180734817985 ,3.7912947206604 51.0179450275775 ,3.79162929078222 51.0173917378648 ,3.79211775529086 51.0165508767811 ,3.79256916749577 51.015613457859 ,3.79290281568492 51.014902882544 ,3.79306012499581 51.0145678009574 ,3.79313262139336 51.0144375042327 ,3.79372726785598 51.0133685829069 ,3.79415593835868 51.0127201610712 ,3.79452621219759 51.0121557729742 ,3.79516770701796 51.0113035892118 ,3.79631139718175 51.0101923427351 ,3.79732684064863 51.0093133499068 ,3.79743234177193 51.0092220174173 ,3.79749650743702 51.00917737283 ,3.79822255511004 51.0086722197782 ,3.79830528588564 51.0086146570644 ,3.79885947758781 51.0082290621821 ,3.79994924051822 51.0075635072979 ,3.80032601000251 51.0073334004917)",169,,II campine barge,Boven-Zeeschelde,Heusden,22000,,,,,BRUG\mraats,2019-07-23T16:34:01,,,,,7W7BGENT.000
"LINESTRING (3.80032601000251 51.0073334004917 ,3.80128211788358 51.0069817164438 ,3.80161689745899 51.0068119734567 ,3.80234456728074 51.0064430182567 ,3.80253231800413 51.0063365789086 ,3.80341472175251 51.005836343108 ,3.80456812553428 51.0051480381316 ,3.80506621215327 51.0048256640665 ,3.80544492367424 51.0045805739398 ,3.80563229657442 51.0044592954294 ,3.80610061547363 51.0040493893056 ,3.80647394028512 51.0037226019479 ,3.80711246649101 51.0032047148568 ,3.80727364151633 51.0030990581759 ,3.80765204959766 51.0028509930003 ,3.80838821646831 51.0024377953811 ,3.80843057166015 51.0024140222292 ,3.80926766174043 51.0020523225632 ,3.80943386778964 51.0019911661028 ,3.81022358047431 51.001700565206 ,3.81054342194559 51.0015901905822 ,3.81126881763713 51.0013398558694 ,3.81264120518094 51.0009242108193 ,3.81270152750683 51.0009059505048 ,3.81341515762171 51.0007089258221 ,3.81410392624275 51.000518755524 ,3.81452545138057 51.0004147008279 ,3.81529031293138 51.0002258793495 ,3.81685689674372 50.9997831764975 ,3.81817099992912 50.9993111455797 ,3.81900817899922 50.9989306345033 ,3.81917021307336 50.9988417217285 ,3.81941894796657 50.9987052368735 ,3.81990613343306 50.9984378899568 ,3.82025125859648 50.9982007761196 ,3.82044670400406 50.9980664950773 ,3.82064214829135 50.9979322137046 ,3.82153516920113 50.9974037640474 ,3.82182576973415 50.9972231976727 ,3.82214583051593 50.9970243235434 ,3.82221180861449 50.996983326833 ,3.8222441657554 50.9969632329209 ,3.8223300748997 50.9969244378421 ,3.82286683750542 50.9966820624964 ,3.82302248364181 50.9966117794976 ,3.82361782723979 50.9963062542974 ,3.82367388077089 50.9962774877467 ,3.82372546679674 50.9962580756905 ,3.82425390100344 50.9960591812171 ,3.82445747507223 50.995982556326 ,3.8253486679464 50.9956049825435 ,3.82547807852508 50.9955392047007 ,3.82612745325154 50.9952091303686 ,3.82640388389308 50.995041745072 ,3.82668031255968 50.9948743591169 ,3.82726088549391 50.9945752295845 ,3.827391470895 50.9945222399261 ,3.82799629403072 50.9942768080202 ,3.82870934103868 50.9940064845769 ,3.82908108312793 50.9938707348475 ,3.82963688155227 50.9937031172962)",170,,IV Rhine-Herne barge,Boven-Zeeschelde,Melle,22000,,,,,BRUG\mraats,2019-07-23T16:34:01,,,,,7W7BGENT.000
"LINESTRING (3.65384774575814 50.9552495011521 ,3.65391871406726 50.9552730898751 ,3.65405022664486 50.9553152021043 ,3.65431162084875 50.9553989036455 ,3.65437586631216 50.955419475674 ,3.65479357612686 50.9555391009251 ,3.65512124552124 50.9556253305027 ,3.65557437998666 50.9557452846475 ,3.65558810082317 50.9557555755401 ,3.65684562549861 50.9560787040335 ,3.65765709301594 50.9562114791306 ,3.65787414879555 50.956227434718 ,3.65830804772824 50.9562593164348 ,3.65842782287338 50.9562685544171 ,3.65912392312195 50.9563222405452 ,3.65950414236466 50.9563433481547 ,3.66012566490816 50.9563497984904 ,3.66087789467762 50.9563465589761 ,3.66111387073367 50.9563368401272 ,3.66134984669191 50.9563271208044 ,3.66160373316314 50.9563076020703 ,3.66191861910327 50.9562873794483 ,3.662229754065 50.9562525163262 ,3.66266155937129 50.9562004691813 ,3.66305198162532 50.9561393804259 ,3.66372868078487 50.9559849046504 ,3.66465693619831 50.9557275159369 ,3.66559500541697 50.9554385440792 ,3.66608412935696 50.9552613296839 ,3.66626211729372 50.9551968420708 ,3.66663076214651 50.9550531136676 ,3.66713813138776 50.9549150837248 ,3.66751463673917 50.954779328286 ,3.66826884563146 50.9545100593627 ,3.66884987609498 50.9543354682397 ,3.66944679507991 50.9541688436005 ,3.66991069053186 50.9540655040439 ,3.67032039164555 50.9539857534083 ,3.67117905726165 50.9538539978882 ,3.67154384689202 50.9538080743984 ,3.67219706727675 50.9537488448695 ,3.67237780906771 50.9537417970278 ,3.67240038045776 50.9537409147781 ,3.67299476868897 50.953717740625 ,3.67345808902776 50.9537129279801 ,3.67372376278673 50.9537101555387 ,3.67490581151982 50.9537702152786 ,3.67583003289591 50.9538743764325 ,3.67586555482161 50.9538783792258 ,3.6758873847423 50.9538814473735 ,3.67629830667297 50.9539390715152 ,3.676951136733 50.9540634442402 ,3.67696422228992 50.9540659393789 ,3.67696847443761 50.9540671330278 ,3.67804908690288 50.9542963076689 ,3.67814679181927 50.9543185976011 ,3.67881316772078 50.9544828468381 ,3.67932462967839 50.9546175603954 ,3.67987933297604 50.9547707288214 ,3.68017867907507 50.9548548302086 ,3.6804780262477 50.9549389308314 ,3.68124191920537 50.9551667073199 ,3.68177670540595 50.9553532006615 ,3.68215026537208 50.9554910520679 ,3.6826523096587 50.9556969656437 ,3.68325428703754 50.9559887346234 ,3.68353761575457 50.9561472623609 ,3.6837492158119 50.9562656810927 ,3.68378795376438 50.9562862966907 ,3.68380783917266 50.9562978831718 ,3.68404696164523 50.9564370134661 ,3.68405384430143 50.9564413415536 ,3.68426841227622 50.9565758426997 ,3.68446442620868 50.9567080458507 ,3.68459722662138 50.9567976135297 ,3.6849315318454 50.9570657387282 ,3.68522215878573 50.957307449503 ,3.68562836268793 50.9576676481758 ,3.68612632646998 50.9582037826807 ,3.68642769774953 50.9585934314791 ,3.6865452173187 50.9587755789076 ,3.68677688996925 50.9591346514164 ,3.68699092284924 50.9595749252414 ,3.68721302204495 50.9600863709438 ,3.68740070121726 50.9605933288154 ,3.68757842133494 50.9610648995658 ,3.68771845298115 50.9614565366885 ,3.68773273957242 50.9614964927018 ,3.68776195909706 50.9615782242855 ,3.68794712507845 50.9619658297125 ,3.68805039478024 50.9621663463936 ,3.68824628972065 50.9625467137627 ,3.68850694800093 50.962963107752 ,3.6888744603238 50.9634345682597 ,3.68898669516509 50.9635568906849 ,3.68918850323323 50.9637768352251 ,3.6895904586929 50.9641749124821 ,3.6900108185337 50.9645184917357 ,3.69050446865101 50.9648887593053 ,3.69053787382128 50.9649138079673 ,3.69120537187768 50.9653359371071 ,3.69127464656444 50.9653741909487 ,3.6916814673809 50.9655988930623 ,3.69183068309124 50.9656813094957 ,3.69254867393466 50.9660122972556 ,3.69351385179691 50.9663881903626 ,3.69419076129178 50.966656050215 ,3.69625661904177 50.9674374586546 ,3.69727537692938 50.9678756184685 ,3.69798023759044 50.9682616933898 ,3.69873555298715 50.9688031928807 ,3.69900877559394 50.9690281742329 ,3.69921332567528 50.9691966063106 ,3.69971128741222 50.9696694202798 ,3.69997591680907 50.9699579153733 ,3.70041309001452 50.970489460094 ,3.70160287619128 50.9723010743091 ,3.70212442964023 50.9730951634001 ,3.70253652294002 50.9735807646843 ,3.70334771941498 50.9743331738225 ,3.70352705651389 50.9744601475334 ,3.70589993125904 50.9761400921578 ,3.70648671886421 50.9765042274074 ,3.70669942037753 50.9766362187241 ,3.70860460186353 50.9779117149901 ,3.70932082815175 50.9783911915764 ,3.7107148985926 50.9793244090458 ,3.71144933786366 50.9798817127716 ,3.7124751291865 50.9806600688592 ,3.71460286000793 50.9824043377065 ,3.71464629663835 50.9824399443768 ,3.71523268154892 50.9829595389607 ,3.71600337488077 50.9836880612763 ,3.71634881319021 50.9840527196006 ,3.71701810013572 50.984759229574 ,3.71733752174311 50.9850964072098 ,3.71858278210855 50.9864057484708 ,3.71865294283366 50.9864859419092 ,3.72044606418486 50.9885353646713 ,3.72282157459916 50.9912501006412 ,3.72298950971211 50.9916855541765 ,3.72313280549646 50.9922048698418 ,3.72316763238075 50.9923311109497 ,3.72319782458034 50.9924225644001 ,3.72330572601239 50.9927494821067 ,3.72335752268012 50.9931673801794 ,3.72338388409336 50.9936344671401 ,3.72339327741432 50.9938009012341 ,3.72334303414971 50.994220415457 ,3.72331343288156 50.9943654239302 ,3.72325047240751 50.9946738396298 ,3.72303416539811 50.9954437960893 ,3.72279211584909 50.9961771406326 ,3.72265320945174 50.9965412964215 ,3.72239019581916 50.9978523125303 ,3.72236332747062 50.9981469918746 ,3.72245267307353 50.9988999164121 ,3.72265804423058 50.9994422658167 ,3.72273446628236 50.9996440798045 ,3.72315643015261 51.0004499679574 ,3.72365866858157 51.001223140906 ,3.72404873907036 51.0016194838803 ,3.72417626227357 51.0017490559604)",330,,"Va Large Rhine barge; 1-barge push-tow unit",Boven-Schelde,De Pinte,22000,,,,,BRUG\mraats,2019-07-24T15:02:59,,,,,7W7BGENT.000
"LINESTRING (3.72417626227358 51.0017490559606 ,3.72425484822249 51.0018289040977 ,3.72441739931461 51.001994064926 ,3.72497424953361 51.0023630102717 ,3.72806271335739 51.0044091413354 ,3.73134878312103 51.0065859011344 ,3.73182678742739 51.0069489590389 ,3.73266599218491 51.0075863405759 ,3.73350441629588 51.0084914944484 ,3.73355625196381 51.008559674776 ,3.73385796909961 51.0089565239856 ,3.73395258380594 51.0090809693613 ,3.73409290422937 51.0092655294488 ,3.73490603107991 51.0103349835501 ,3.73542103829527 51.0110123114721 ,3.73705809150219 51.01172136249)",331,,"Va Large Rhine barge; 1-barge push-tow unit",Boven-Schelde,Zwijnaarde (Gent),22000,,,,,BRUG\mraats,2019-07-24T15:02:59,,,,,7W7BGENT.000
"LINESTRING (3.73705809150219 51.01172136249 ,3.73829734067415 51.011794647041 ,3.73843639479668 51.0118783241025 ,3.73859081762301 51.0119712488734 ,3.73890750217934 51.0121618137218 ,3.73899468065001 51.0122000807382 ,3.73946973989983 51.0124086058992 ,3.73951187728698 51.0124294638172 ,3.74024693059025 51.0127933082185 ,3.74027923724257 51.0128123706562)",332,,"Va Large Rhine barge; 1-barge push-tow unit",Boven-Schelde,Gent (opwaarts E3),22000,,,,,BRUG\mraats,2020-04-23T14:40:01,,,,,7W7BGENT.000
"LINESTRING (3.74027923724257 51.0128123706562 ,3.74058225717917 51.0129911654155 ,3.74114647785508 51.0133240818393 ,3.74129436202942 51.0134113391397 ,3.74152366365251 51.0136286572811 ,3.74166893550007 51.0137663358259 ,3.74175296740339 51.0138459749602 ,3.74178486829144 51.0138917191558 ,3.74183801794957 51.0139694858704 ,3.74184306072054 51.0139773694556 ,3.74194771605554 51.0141409810802 ,3.74206776180033 51.0143489971686 ,3.74239257546871 51.0149135943826 ,3.74251609162022 51.0151330196069 ,3.74256538185623 51.0152289964457 ,3.74260023360005 51.0153248914837 ,3.74261355357143 51.0154092814432 ,3.74261921531133 51.0155475079422 ,3.74247013599434 51.016039442232 ,3.74239870706231 51.016545459042 ,3.7425175893977 51.0168630644018 ,3.74276533609575 51.0173275403904 ,3.74314946206582 51.0178811126688 ,3.74320928227124 51.0179673195665 ,3.74371269493461 51.0186740060288 ,3.74401503611692 51.0191408259768 ,3.74411002604415 51.0194181871319 ,3.74442778588297 51.0204758983705 ,3.74466834663021 51.0210572911554 ,3.74475631591023 51.0212698935933 ,3.74546527481057 51.0228041831521 ,3.74579810042379 51.0235244294801 ,3.74585939698689 51.023984529153 ,3.74591049340017 51.0250470291802 ,3.74581310755197 51.0257215604794 ,3.74574773570617 51.0258973659481 ,3.74543040113762 51.0267507590631 ,3.74506091871203 51.0276179849654 ,3.74458122689441 51.0282113823527 ,3.74429952940511 51.0285414116275 ,3.74410917575416 51.0287644218583 ,3.74403605032096 51.028857335039 ,3.7439049423029 51.0290239198522 ,3.74338843430597 51.0296801777942 ,3.74294431069807 51.0300625376059 ,3.74238017403948 51.0304578814007 ,3.74146701540929 51.0309443142212 ,3.74082077244286 51.0311408582258 ,3.7404217291354 51.0312622179813 ,3.74003244885048 51.0313413736886 ,3.73982700764924 51.031383147187 ,3.73974305024566 51.0314002185865 ,3.73898711853112 51.0313592099474 ,3.73897585365129 51.0313555820305 ,3.73767362348418 51.0309361805085 ,3.73678523030506 51.0308763607915 ,3.73669615794566 51.0309074846558 ,3.73647569441777 51.0309447884713 ,3.73599602799263 51.0310260682596 ,3.7353904166794 51.0312780314133 ,3.73518472776094 51.0314267709223 ,3.73474801149208 51.0319238903468 ,3.73463254746255 51.0320830336569 ,3.7345931879009 51.0321372824059 ,3.73459200240065 51.0321389163626 ,3.73442847209402 51.0323643064473 ,3.73430773558064 51.0325307132756 ,3.73416787158135 51.0329839316423 ,3.73402039478876 51.0338465040568 ,3.73400238146853 51.0338742111015 ,3.73385859694583 51.0340953708336 ,3.7337090787776 51.0342729457084 ,3.73338449162152 51.0346969251195 ,3.73312153884021 51.0350403906835 ,3.73299011788751 51.0351772922472)",333,,II campine barge,Boven-Schelde,Gent (afwaarts E3),22000,,,,,BRUG\mraats,2019-07-23T16:42:20,,,,,7W7BGENT.000
"LINESTRING (3.73299011788751 51.0351772922471 ,3.73310365693301 51.0361683152903 ,3.73320018138521 51.036561275079 ,3.73337650057108 51.0369118565541 ,3.73353183053493 51.0371410205447 ,3.73410213663226 51.0374988783786 ,3.73485123146788 51.0378769465468 ,3.73548860551784 51.0380577304169 ,3.73600800046329 51.0381461400744 ,3.7366304734144 51.0382822594286 ,3.73758614291291 51.0384912326257 ,3.73792606102578 51.0386601968224 ,3.7381828738211 51.0388629912254 ,3.73854194570922 51.0394140981104 ,3.73855625961468 51.0394567060299 ,3.73884902323717 51.0403281521874 ,3.73914454517825 51.040933844191 ,3.7391662854788 51.0409535318035 ,3.73954821533965 51.0413855836016 ,3.73959699328432 51.0414407621715 ,3.73981056533515 51.0416448708717 ,3.73996245474632 51.0417900287549 ,3.73996401784413 51.0417915629469)",334,,I peniche,Boven-Schelde,Gent (opwaarts Brusselsepoortsluis),22000,,,,,BRUG\mraats,2019-07-23T16:42:20,,,,,7W7BGENT.000
"LINESTRING (3.73996401784413 51.0417915629469 ,3.7400382867103 51.0418644582433 ,3.74011255580779 51.0419373534912 ,3.74012238479465 51.0419453213072 ,3.74081354640819 51.0425055988804 ,3.74115308665122 51.0428154435914 ,3.7412270808869 51.0428829657559)",335,,I peniche,Boven-Schelde,Gent (afwaarts Brusselsepoortsluis),22000,,,,,BRUG\mraats,2019-07-23T16:42:20,,,,,7W7BGENT.000
"LINESTRING (3.7412270808869 51.0428829657559 ,3.74171382700301 51.0432777418755 ,3.74297088891144 51.0442972433449 ,3.74415750207027 51.0451378548657 ,3.74543794076983 51.0461195699744 ,3.74545580124574 51.0461326568788 ,3.74551373598231 51.0461751073221 ,3.74594035774289 51.0465143579569 ,3.74605469074239 51.0466052747242 ,3.7464961154844 51.0468427554286 ,3.74672789078714 51.0469434595411 ,3.74676273174931 51.0469585975227 ,3.74702883013735 51.0470742141911)",336,,II campine barge,Boven-Schelde,Gent Keizerpark,22000,,,,,BRUG\mraats,2019-07-23T16:42:20,,,,,7W7BGENT.000
